id,level,exp,hp
7130501,104,1858,157680
7130600,104,1858,157680
7130601,105,1914,165750
7130602,100,1914,8000
7140000,118,10242,2105850
7150000,81,780,54000
7150001,82,827,58000
7150002,82,827,58000
7150003,83,875,62000
7150004,84,920,66000
7160000,119,10530,2186175
7220000,130,124900,17111250
7220001,65,2410,75000
7220002,130,124900,17111250
7220003,130,124900,3000246
7220004,130,124900,3000246
7220005,130,286936,3000246
8090000,98,60000,2850000
8105000,83,875,62000
8105001,84,920,66000
8105002,84,920,66000
8105003,85,966,70000
8105004,85,966,70000
8105005,85,966,70000
8110300,97,1481,118000
8120100,137,144800,8500000
8120101,140,155500,9250000
8120102,132,4527,756900
8120103,133,4737,796500
8120104,134,4926,834675
8120105,135,5115,876000
8120106,136,5307,915750
8120107,139,5926,1042200
8130100,70,5325,1000000
8140000,123,3910,504495
8140001,106,1984,173250
8140002,107,2055,180910
8140003,107,6165,904550
8140100,121,5562,470265
8140101,110,2711,308550
8140102,110,2711,308550
8140103,110,2711,308550
8140104,110,8133,1542750
8140105,110,8133,1542750
8140106,110,8133,1542750
8140110,108,2112,188730
8140111,109,2184,197540
8140112,109,6552,987700
8140200,116,9729,1956975
8140300,117,10017,2034450
8140500,136,19107,4578750
8140510,200,19107,2100000000
8140511,137,5502,956250
8140512,139,5926,1042200
8140555,106,5926,173250
8140600,107,2055,180910
8140700,127,3632,387600
8140701,128,3806,410000
8140702,131,4344,720300
8140703,133,4737,796500
8141000,119,10530,2186175
8141100,120,10824,2268000
8141300,108,2112,188730
8142000,119,10824,2186175
8142100,109,2184,197540
8143000,120,10824,2268000
8144000,132,5432,756900
8144001,133,5685,796500
8144002,134,5911,834675
8144003,135,6138,876000
8144004,136,6369,915750
8144005,136,6369,915750
8144006,137,6603,956250
8144007,137,6603,956250
8144008,138,6836,1000125
8145000,121,3708,470265
8145001,121,3708,470265
8145002,121,3708,470265
8145003,122,3808,487230
8145004,122,3808,487230
8145005,122,3808,487230
8145006,123,3910,504495
8145007,123,3910,504495
8145008,123,3910,504495
8145100,125,110000,12000000
8145101,125,220000,24000000
8145102,125,1344000,225000000
8145200,125,110000,12000000
8145201,125,220000,24000000
8145202,125,1344000,225000000
8147000,152,10811,2310000
8147001,153,11293,2433600
8147002,154,11831,2559600
8147003,155,12324,2693600
8147004,156,12878,2824600
8147005,157,13381,2958000
8147006,158,13949,3093800
8147007,159,14462,3238400
8147008,160,15041,3379200
8147009,161,15563,3522400
8147010,162,16158,3675000
8147011,163,16759,3823200
8147012,157,23525,15000000
8147013,158,24215,15500000
8147014,159,24900,16000000
8148000,130,4996,684450
8148001,131,5212,720300
8148002,133,0,531000
8148003,133,6822,796500
8148004,134,4926,556450
8148005,134,5910,834675
8148006,135,6138,876000
8148007,136,6369,915750
8148008,137,6603,956250
8148009,138,6835,1000125
8148010,139,7111,1042200
8148011,140,7352,1087800
8148012,145,0,31500000
8150000,100,3500,100000
8150100,110,2711,308550
8150101,110,2711,308550
8150200,136,5307,915750
8150201,142,6533,1178775
8150300,134,4926,834675
8150301,137,5502,956250
8150302,141,6328,1134300
8150303,141,22782,5671500
8160000,120,10824,2268000
8170000,122,11424,2436150
8180000,115,13500,3700000
8180001,115,13500,3700000
8190000,145,7193,1326150
8190001,145,7193,1326150
8190002,150,17160,1586250
8190003,147,7655,1425600
8190004,153,9411,1825200
8190005,150,8349,1586250
8190006,147,27558,7128000
8190007,153,33882,9126000
8200000,136,6368,1098900
8200001,142,9407,1414530
8200002,144,10051,1531350
8200003,146,10712,1648620
8200004,148,11334,1773900
8200005,151,12342,1969920
8200006,153,13552,2190240
8200007,155,14789,2424240
8200008,157,16057,2662200
8200009,160,18049,4055040
8200010,162,19390,4410000
8200011,164,20756,4777440
8200012,166,22148,5157360
8210000,115,2624,251750
8210001,118,2845,280780
8210002,120,3007,302400
8210003,122,3174,324820
8210004,125,3429,359950
8210005,127,3632,387600
8210006,117,1710,500000
8210007,117,1721,500000
8210010,115,460000,26500000
8210011,120,602000,34500000
8210012,125,646000,42500000
8210013,120,204288,60000000
8210014,125,204288,1
8211000,128,3806,410000
8211001,130,4163,456300
8211002,132,4527,504600
8211003,120,5360,604800
8211004,133,281124,80000000
8211005,130,14988,3422250
8211006,132,16296,3784500
8211007,134,17733,4173375
8220000,75,12100,750000
8220001,122,22900,1090000
8220002,99,69950,3450000
8220003,145,39800,2100000
8220004,150,189750,11750000
8220005,159,249000,16000000
8220006,168,308850,20500000
8220007,18,1950,21750
8220008,85,1950,1750000
8220009,85,40250,1750000
8220010,132,311223,10304945
8220011,134,336524,11798131
8220012,137,388006,14453128
8220013,140,388006,5901938
8220014,140,388006,5901938
8220015,140,445616,5901938
8220016,123,3259,336330
8220017,125,3429,359950
8220018,127,3632,387600
8220019,124,3343,348040
8220020,164,17297,3981200
8220021,166,18457,4297800
8220022,100,10,1000000
8220023,100,10,1000000
8220024,100,10,1000000
8220025,100,10,1000000
8220026,100,10,1000000
8220027,10,0,6200
8220028,10,0,100000000
8220029,69,0,20
8220030,109,0,20
8220031,149,0,20
8220032,150,0,20
8220033,69,0,20
8220034,109,0,20
8220035,149,0,20
8220036,150,0,20
8220038,160,45123,16896000
8220039,160,45123,16896000
8220040,162,48474,18375000
8220041,164,51894,19906000
8220042,166,55374,21489000
8230000,100,55374,999999999
8230001,105,2586,331500
8230002,105,2586,331500
8230003,107,2780,361820
8230004,108,2857,377460
8230005,105,2586,331500
8230006,106,2682,346500
8230007,110,3059,411400
8230008,109,0,395080
8230009,109,4139,395080
8230010,110,3059,411400
8230011,110,3059,411400
8230012,110,12363,1700000
8230013,110,3059,411400
8230014,110,3059,411400
8230015,110,3059,411400
8230016,110,3059,411400
8230017,110,3059,411400
8230018,110,3059,411400
8230019,105,3831,497250
8230020,106,3975,519750
8230021,110,4535,617100
8230022,107,4121,542730
8230023,108,4236,566190
8230024,109,4385,592620
8230025,110,4385,617100
8230026,110,3059,411400
8230027,111,4686,642060
8230028,112,4808,670170
8230029,113,4963,696150
8230030,100,4963,1999998
8230031,110,3059,617100
8230032,110,3059,617100
8230033,110,12233,255000
8230035,110,4536,617100
8230036,110,3059,617100
8230037,110,3059,617100
8230038,110,3059,617100
8230039,110,3059,330000000
8230040,110,3059,617100
8230041,110,3059,617100
8230042,110,3059,617100
8230043,110,3059,617100
8230044,110,3059,617100
8230045,115,16878,2375000
8230046,100,16878,520000
8230047,100,0,1440000
8230048,110,0,617100
8230050,110,3059,617100
8230051,110,3059,617100
8230052,110,3059,617100
8230053,110,3059,617100
8230054,110,3059,617100
8230055,110,3059,617100
8230056,110,3059,617100
8230057,110,3059,617100
8230058,110,3059,617100
8230059,110,3059,617100
8230060,110,3059,617100
8230061,110,3059,617100
8240000,10,17,80000
8240001,10,17,10000
8240002,10,17,10000
8240003,10,17,140000
8240004,190,17,2000000000
8240005,10,0,900000000
8240006,10,0,900000000
8240007,10,0,900000000
8240008,10,0,900000000
8240010,125,0,1619775
8240011,85,966,70000
8240012,125,966,1619775
8240013,85,966,70000
8240014,85,966,70000
8240015,85,966,70000
8240016,125,966,1619775
8240017,105,966,1875000
8240018,105,966,1875000
8240019,105,966,1875000
8240020,125,966,1619775
8240021,10,17,125
8240022,10,17,125
8240023,10,17,125
8240024,10,17,125
8240025,10,17,125
8240026,10,17,125
8240027,10,17,125
8240028,10,17,125
8240029,10,17,125
8240030,1,1,1
8240031,10,17,125
8240032,10,17,125
8240033,1,0,1600
8240035,10,0,125
8240036,10,0,125
8240037,10,0,125
8240038,10,17,125
8240039,10,17,125
8240040,250,1,2100000000
8240041,250,1,2100000000
8240043,10,17,125
8240044,100,17,1999998
8240045,250,1,2100000000
8240046,105,1,1875000
8240048,10,17,125
8240049,115,0,2375000
8240050,27,0,1300
8240051,29,0,1580
8240052,70,0,10000
8240053,105,0,1875000
8240054,85,966,70000
8240055,85,966,70000
8240056,200,966,330000000
8240057,85,966,1000000
8240058,10,17,125
8240059,85,17,1000000
8240060,30,17,100000
8240061,10,17,125
8240062,10,17,125
8240063,10,17,125
8240064,85,966,70000
8240065,85,966,70000
8240066,85,966,70000
8240067,55,17,335000
8240068,190,17,2000000000
8240069,10,17,80000
8240070,10,17,140000
8240071,10,0,900000000
8240072,10,0,900000000
8240073,10,0,900000000
8240074,10,0,900000000
8240075,110,0,330000000
8240076,190,0,2000000000
8240077,10,0,50000000
8240078,10,0,50000000
8240079,10,0,50000000
8240080,10,0,50000000
8240081,10,0,50000000
8240082,10,17,125
8240083,85,966,70000
8240084,10,17,125
8240085,110,0,617100
8240086,55,0,335000
8240087,85,0,1000000
8240088,85,966,70000
8240089,85,966,70000
8240090,85,966,70000
8240091,85,966,70000
8240092,85,966,70000
8240093,85,966,70000
8240094,85,966,70000
8240095,10,0,10
8240096,10,0,100000000
8240097,105,0,1875000
8240098,210,0,1875000
8240099,210,30000000,1875000
8240100,105,0,1875000
8240101,105,0,1875000
8240102,105,0,1875000
8240103,105,0,1875000
8240104,210,0,1875000
8240105,210,30000000,1875000
8240106,220,966,3500000
8240107,200,966,1619775
8240108,200,966,1619775
8240109,200,966,1619775
8240110,10,0,10
8240111,10,17,125
8240112,10,0,10
8240113,10,0,10
8240114,10,0,10
8240115,10,0,10
8240116,10,0,10
8240117,10,0,10
8240118,10,0,10
8240119,10,0,10
8240120,10,0,10
8240121,105,0,1875000
8240122,85,966,70000
8240123,85,966,70000
8240124,85,966,70000
8240125,200,966,1619775
8240126,200,966,1619775
8240130,250,0,2100000000
8240131,129,88400,2100000000
8240132,150,88400,19828125
8240133,150,88400,19828125
8240134,150,88400,11896875
8240135,5,88400,100
8240136,5,88400,100
8240137,5,88400,100
8240138,5,88400,100
8240139,5,88400,100
8240140,5,88400,100
8240141,5,88400,100
8240142,5,88400,100
8240143,5,88400,100
8240144,5,88400,100
8240145,5,88400,100
8240146,5,88400,100
8240147,150,88400,60000000
8240148,33,0,7600
8240149,150,0,70000000
8240150,150,0,1
8240151,200,0,1619775
8240152,200,0,1619775
8240153,200,0,1619775
8240154,200,0,1619775
8240155,200,0,1619775
8240156,200,0,1619775
8240157,200,0,1619775
8240158,200,0,1619775
8240159,200,0,1619775
8240160,200,0,1619775
8240161,200,0,1619775
8240162,150,0,11896875
8240163,150,0,11896875
8240164,150,0,11896875
8240165,150,0,11896875
8240166,5,0,5000000
8240167,5,0,100
8240168,5,0,100
8240169,5,0,100
8240170,5,0,100
8240171,5,0,100
8240172,5,0,100
8240173,150,0,23793750
8240174,150,0,11896875
8240175,150,0,11896875
8240176,150,0,11896875
8240177,150,0,11896875
8240178,150,0,11896875
8240179,150,0,11896875
8240180,150,0,11896875
8240181,150,0,11896875
8240182,150,0,35690625
8240183,150,0,35690625
8240184,150,0,35690625
8240185,150,0,35690625
8250000,200,65805,14880000
8250001,202,69400,15830400
8250002,216,97386,23325000
8250003,204,73257,16806400
8250004,208,80968,18857000
8250005,206,76980,17829000
8250006,210,85029,19933200
8250007,212,89158,21036600
8250008,214,93127,22167200
8250009,216,97386,23325000
8250010,218,101709,24510000
8250011,224,115088,28312800
8250012,222,110562,32419680
8250013,222,110562,27016400
8250014,230,0,70000
8250015,230,129324,32374800
8250016,228,0,70000
8250017,228,124604,30992000
8250018,226,0,70000
8250019,226,119943,29638000
8250020,230,0,70000
8250021,230,129324,32374800
8250022,228,0,70000
8250023,228,124604,30992000
8250024,226,0,70000
8250025,226,119943,29638000
8250026,230,129324,42087240
8250027,30,129324,100000
8250028,220,106104,25748800
8250029,250,106104,2000000000
8250030,190,1,14880000
8250031,210,85029,19933200
8250032,210,85029,19933200
8250033,210,85029,19933200
8250034,210,85029,19933200
8250035,210,0,19933200
8250036,210,0,19933200
8250037,210,0,19933200
8250038,210,0,19933200
8300000,103,3578,301040
8300001,103,3578,301040
8300002,104,3716,315360
8300003,104,3716,315360
8300004,105,3827,331500
8300005,120,13000,3230000
8300006,107,320000,107000000
8300007,120,540000,118000000
8500000,125,540000,539925
8500001,125,540000,300000000
8500002,125,1234200,100000000
8500003,125,1234200,1619775
8500004,125,1234200,1619775
8500005,125,0,1349810
8500006,125,0,19933200
8500007,125,0,1079850
8500008,125,0,8098875
8500009,250,127,1000000000
8500010,155,127,539925
8500011,155,127,2100000000
8500012,155,1234200,2100000000
8500013,155,0,13498125
8500014,250,127,1000000000
8500015,125,0,19933200
8500020,190,0,539925
8500021,190,0,2100000000
8500022,190,1234200,2100000000
8510000,110,1300000,30000000
8510100,75,1300000,10000
8520000,110,900000,24000000
8600000,162,16158,3675000
8600001,164,17297,3981200
8600002,166,18457,4297800
8600003,168,19716,4624800
8600004,163,16759,3823200
8600005,165,17910,4142000
8600006,167,19083,4464000
8610000,169,20280,4796400
8610001,171,21578,5148000
8610002,173,22822,5510800
8610003,175,24171,5884800
8610004,177,25550,6270000
8610005,168,19717,4624800
8610006,170,20927,4970800
8610007,172,22238,5328000
8610008,174,23495,5696400
8610009,176,24859,6076000
8610010,177,25550,6270000
8610011,179,26865,6666400
8610012,180,27574,6868800
8610013,182,30046,7546800
8610014,184,32568,8259400
8610015,180,27574,6868800
8610016,176,20716,6076000
8610017,180,22978,6868800
8610018,180,22978,6868800
8610019,180,22978,6868800
8610020,180,22978,6868800
8610021,182,23439,7017200
8610022,168,16431,4624800
8610023,177,104529,25000000
8610024,179,108043,26000000
8610025,180,109786,26500000
8610026,182,117271,28500000
8610027,184,124671,30500000
8610028,140,104529,250000000
8610029,140,108043,260000000
8610030,140,109786,265000000
8610031,140,117271,285000000
8610032,140,124671,305000000
8610033,140,27574,6868800
8620000,190,50419,10541200
8620001,191,52121,10950000
8620002,192,53835,11349800
8620003,192,53835,11460350
8620004,193,55564,11771000
8620005,194,57312,12048000
8620006,194,57312,12198600
8620007,195,59075,12632600
8620008,196,60857,12979200
8620009,196,60857,13056000
8620010,197,62650,13502400
8620011,198,64640,13955200
8620012,200,148159,25500000
8620013,168,59151,23124000
8620014,170,62781,24854000
8620015,172,66714,26640000
8620016,174,70485,28482000
8620017,176,74577,30380000
8620018,168,59151,23124000
8620019,168,59151,23124000
8620020,168,59151,23124000
8620021,168,59151,23124000
8620022,168,59151,23124000
8620023,210,0,19933200
8620024,210,0,19933200
8620025,210,0,19933200
8620026,210,0,19933200
8620027,210,0,19933200
8630000,182,30046,7546800
8630001,184,32568,8259400
8630002,186,35149,8996000
8630003,188,37785,9756600
8630004,190,40470,10541200
8630005,192,43212,11349800
8630006,194,46001,12198600
8630007,196,48847,13056000
8630008,198,51886,13955200
8630009,200,54839,14880000
8630010,202,57835,15830400
8630011,204,61049,16806400
8630012,206,64150,17829000
8630013,208,67473,18857000
8630014,210,70858,19933200
8630015,200,54839,14880000
8630016,205,62589,17324600
8630017,210,70858,19933200
8630020,170,3558,4970800
8630021,171,3668,5148000
8630022,172,3780,5328000
8630023,173,3880,5510800
8630024,174,3994,5696400
8630025,170,3558,4970800
8630026,171,3668,5148000
8630027,172,3780,5328000
8630028,173,3880,5510800
8630029,174,3994,5696400
8630030,170,3558,4970800
8630031,171,3668,5148000
8630032,172,3780,5328000
8630033,173,3880,5510800
8630034,174,3994,5696400
8630035,172,3780,5328000
8630036,174,3994,5696400
8630037,176,4226,6076000
8630038,10,0,1000
8641000,200,98708,44640000
8641001,201,101389,46056000
8641002,202,104101,47491200
8641003,203,107125,48945600
8641004,204,109886,50419200
8641005,205,112662,51973800
8641006,206,115470,53487000
8641007,207,118598,55019400
8641008,208,121453,56571000
8641009,209,0,58208400
8641010,209,0,194028000
8641011,209,1036020,504472800
8641012,209,124322,58208400
8641013,209,207204,100894560
8641014,209,207204,100894560
8641015,209,207204,100894560
8641016,208,121453,56571000
8641017,1,0,1
8642000,210,248003,119599200
8642001,211,253673,122820000
8642002,210,248003,119599200
8642003,211,253673,122820000
8642004,212,260047,126219600
8642005,213,265808,129519600
8642006,212,260047,126219600
8642007,213,265808,129519600
8642008,214,271621,133003200
8642009,216,284043,139950000
8642010,215,278138,136530000
8642011,216,284043,139950000
8642012,217,290679,143560800
8642013,219,303394,150754800
8642014,218,296653,147060000
8642015,219,303394,150754800
8642016,219,303394,2000000000
8642017,229,402466,506876800
8642018,229,402466,506876800
8642019,229,402466,506876800
8642020,229,402466,506876800
8642021,229,402466,506876800
8642022,229,402466,506876800
8642023,218,296653,147060000
8642024,1,0,1
8643000,226,349836,216357400
8643001,220,309470,187966240
8643002,221,316316,192566700
8643003,221,316316,192566700
8643004,222,322473,197219720
8643005,222,322473,197219720
8643006,223,329417,201925300
8643007,225,342720,211494140
8643008,223,329417,201925300
8643009,224,335675,206683440
8643010,227,356216,221273220
8643011,228,363430,226241600
8643012,224,335675,206683440
8643013,230,0,100000000
8643014,229,402466,506876800
8643015,229,402466,506876800
8643016,229,402466,506876800
8643017,227,356216,221273220
8643018,1,0,1
8644000,230,393361,258998400
8644001,231,401055,264616000
8644002,232,408778,270291200
8644003,233,415702,276278400
8644004,234,423542,282072000
8644005,235,431459,288184000
8644006,236,439402,294096000
8644007,237,446505,300065600
8644008,238,454564,306363200
8644009,239,462670,312451200
8644010,240,470824,318873600
8644011,240,0,637747200
8644012,230,393361,258998400
8644013,1,0,1
8644014,233,0,276278400
8644015,234,0,282072000
8644016,237,0,300065600
8644017,238,0,306363200
8644018,239,0,312451200
8644019,240,0,318873600
8644020,230,0,258998400
8644021,1,0,1000000
8644101,225,1,500000000
8644102,225,1,500000000
8644103,225,1,500000000
8644104,225,1,500000000
8644105,225,1,500000000
8644106,225,1,500000000
8644107,225,1,500000000
8644108,225,1,500000000
8644109,225,1,500000000
8644110,225,1,500000000
8644111,225,1,500000000
8644112,225,1,500000000
8644201,225,393361,258998400
8644301,235,0,288184000
8644302,235,0,288184000
8644303,235,0,288184000
8644304,235,0,288184000
8644305,235,0,288184000
8644400,236,439402,294096000
8644401,236,439402,294096000
8644402,237,446505,300065600
8644403,238,454564,306363200
8644404,238,454564,306363200
8644405,239,462670,312451200
8644406,240,470824,318873600
8644407,241,485614,406700000
8644408,241,485614,406700000
8644409,242,494006,414534000
8644410,243,501461,422798000
8644411,244,509964,431142000
8644412,245,518511,439566000
8644413,236,439402,294096000
8644414,1,0,1
8644415,236,439402,294096000
8644416,1,0,1
8644417,236,439402,294096000
8644418,1,0,1
8644419,245,0,2100000000
8644420,129,0,550000000
8644421,242,0,414534000
8644422,243,0,422798000
8644423,244,0,431142000
8644424,245,0,439566000
8644425,236,439402,294096000
8644426,1,0,1
8800000,110,0,16500000
8800001,110,0,22000000
8800002,110,360340,7000000
8800003,110,672000,700000
8800004,110,672000,700000
8800005,110,448000,700000
8800006,110,448000,700000
8800007,110,560000,700000
8800008,110,560000,700000
8800009,110,515200,700000
8800010,110,515200,700000
8800011,100,1,80000
8800012,100,1,80000
8800013,100,1,80000
8800014,100,1,80000
8800015,100,1,80000
8800020,55,1,480000
8800021,55,1,720000
8800022,55,130000,2200000
8800023,50,130000,204000
8800024,50,130000,204000
8800025,50,130000,204000
8800026,50,130000,204000
8800027,50,130000,204000
8800028,50,130000,204000
8800029,50,130000,204000
8800030,50,130000,204000
8800031,50,1,6000
8800032,50,1,6000
8800033,50,1,6000
8800034,50,1,6000
8800100,140,1,748000000
8800101,140,1,904000000
8800102,180,887784,2100000000
8800103,180,161280,2100000000
8800104,180,161280,2100000000
8800105,180,161280,2100000000
8800106,180,161280,2100000000
8800107,140,161280,2100000000
8800108,180,161280,2100000000
8800109,180,161280,2100000000
8800110,180,161280,2100000000
8800111,140,296,1000000000
8800112,140,361,1000000000
8800113,140,446,1000000000
8800114,140,610,1000000000
8800115,140,710,1000000000
8800116,140,282,1000000000
8800117,200,127,1000000000
8800118,125,127,5000000
8800119,125,127,5000000
8800120,125,127,5000000
8800130,125,127,5000000
8800131,125,127,5000000
8800132,125,127,5000000
8800133,125,127,5000000
8800134,125,127,5000000
8800135,125,127,5000000
8800136,125,127,5000000
8800137,125,127,5000000
8800141,180,1,2100000000
8800142,180,1,2100000000
8800143,180,1,2100000000
8800144,180,1,2100000000
8800145,140,1,2100000000
8800146,180,1,2100000000
8800147,180,1,2100000000
8800148,180,1,2100000000
8800200,140,186430,516798500
8800201,140,7352,1087800
8800202,140,7352,1087800
8800203,140,7352,1087800
8800400,165,462800,57000000
8800401,160,6139,660000
8810000,160,2919609,330000000
8810001,160,2919609,330000000
8810002,160,6951450,330000000
8810003,160,6720000,490000000
8810004,160,6951450,330000000
8810005,160,4844950,230000000
8810006,160,4844950,230000000
8810007,160,5573799,270000000
8810008,160,2704983,130000000
8810009,160,1685200,80000000
8810010,140,1685200,66000000
8810011,140,1685200,66000000
8810012,140,1685200,66000000
8810013,140,1685200,66000000
8810014,140,1685200,66000000
8810015,140,1685200,66000000
8810016,140,1685200,66000000
8810017,140,1685200,66000000
8810018,160,1685200,2090000000
8810019,97,800,79500
8810020,101,1000,85500
8810021,103,1050,120000
8810022,100,1000,56000
8810023,105,1200,67000
8810024,1,1200,40000
8810025,1,1200,40000
8810026,1,1200,40000
8810100,160,3892812,1650000000
8810101,160,3892812,1650000000
8810102,160,11122320,1650000000
8810103,160,23021176,1950000000
8810104,160,11122320,1650000000
8810105,160,7751920,1150000000
8810106,160,7751920,1150000000
8810107,160,9100080,1350000000
8810108,160,4381520,650000000
8810109,160,2696320,450000000
8810118,160,2696320,2000000000
8810119,160,2696320,2000000000
8810120,160,2696320,2000000000
8810121,160,2696320,2000000000
8810122,160,2696320,10000000000
8810123,97,1200,159000
8810124,101,1200,171000
8810125,103,1300,240000
8810126,100,1200,168000
8810127,105,1350,201000
8810128,1,1350,40000
8810129,1,1350,40000
8810130,1,0,40000
8810200,130,291960,100000000
8810201,130,291960,100000000
8810202,130,695145,100000000
8810203,130,672000,235200000
8810204,130,695145,100000000
8810205,130,484495,90800000
8810206,130,484495,90800000
8810207,130,557379,100000000
8810208,130,270498,67200000
8810209,130,168520,33600000
8810210,97,800,3975000
8810211,103,1050,4372500
8810212,1,1050,40000
8810213,1,1050,40000
8810214,130,1050,817600000
8810215,1,1050,40000
8820000,180,1050,1
8820001,180,62900000,2100000000
8820002,180,20000000,600000000
8820003,180,3000000,300000000
8820004,180,3000000,300000000
8820005,180,3500000,450000000
8820006,180,3500000,450000000
8820007,150,11000,1515000
8820008,1,0,200000
8820009,1,0,200000
8820010,1,0,300000000
8820011,1,0,600000000
8820012,1,0,1050000000
8820013,1,0,1500000000
8820014,1,0,2100000000
8820015,180,3000000,300000000
8820016,180,3000000,300000000
8820017,180,3500000,450000000
8820018,180,3500000,450000000
8820019,1,3500000,15
8820020,1,3500000,15
8820021,1,3500000,15
8820022,1,3500000,15
8820023,1,3500000,15
8820024,1,3500000,15
8820025,1,3500000,15
8820026,1,3500000,15
8820027,1,3500000,15
8820100,180,3500000,1
8820101,190,0,2100000000
8820102,190,0,2100000000
8820103,190,0,2100000000
8820104,190,0,2100000000
8820105,190,0,2100000000
8820106,190,0,2100000000
8820107,190,11000,9090000
8820108,1,0,200000
8820109,1,0,200000
8820110,1,0,1
8820111,1,0,1
8820112,1,0,1
8820113,1,0,1
8820114,1,0,1
8820115,190,0,2100000000
8820116,190,0,2100000000
8820117,190,0,2100000000
8820118,190,0,2100000000
8820200,190,0,2100000000
8820201,190,0,2100000000
8820202,190,0,2100000000
8820203,190,0,2100000000
8820204,190,0,2100000000
8820205,190,0,2100000000
8820206,190,0,2100000000
8820207,190,0,2100000000
8820208,190,0,2100000000
8820209,190,0,2100000000
8820210,190,0,2100000000
8820211,190,0,2100000000
8820212,190,62900000,2100000000
8820213,190,3000000,2100000000
8820214,190,3000000,2100000000
8820215,190,3000000,2100000000
8820216,190,3000000,2100000000
8820217,190,0,2100000000
8820218,190,3500000,2100000000
8820219,190,0,2100000000
8820220,190,3500000,2100000000
8820221,190,0,2100000000
8820222,190,3500000,2100000000
8820223,190,0,2100000000
8820224,190,3500000,2100000000
8820225,190,0,2100000000
8820226,190,0,2100000000
8820227,190,20000000,2100000000
8820300,1,20000000,10000000
8820301,1,20000000,10000000
8820302,1,20000000,10000000
8820303,1,20000000,10000000
8820304,1,20000000,10000000
8830000,70,20000000,4280000
8830001,70,20000000,2640000
8830002,70,20000000,3060000
8830003,70,20000000,9980000
8830004,1,20000000,600000000
8830005,1,20000000,600000000
8830006,1,20000000,1
8830007,45,20000000,2400000
8830008,49,20000000,1152000
8830009,49,20000000,1235520
8830010,50,20000000,4787520
8830011,1,20000000,600000000
8830012,1,20000000,600000000
8830013,1,20000000,1
8840000,129,884000,550000000
8840001,125,2100,575000
8840002,115,3594,190000
8840003,127,3594,12000000
8840004,127,3594,12500000
8840005,123,3594,10000000
8840006,160,3594,2090000000
8840007,120,88400,700000000
8840008,120,88400,1500000
8840009,120,88400,1500000
8840010,1,88400,40000
8840011,120,88400,5000000
8840012,160,88400,2090000000
8840013,1,88400,40000
8840014,150,5000000,2100000000
8840015,140,5000000,60000000
8840016,140,5000000,60000000
8840017,135,5000000,125000000
8840018,1,5000000,40000
8850000,188,3500000,2100000000
8850001,188,3500000,2100000000
8850002,188,3500000,2100000000
8850003,188,3500000,2100000000
8850004,188,3500000,2100000000
8850005,188,11122320,2100000000
8850006,188,11122320,2100000000
8850007,188,11122320,2100000000
8850008,188,11122320,2100000000
8850009,188,11122320,2100000000
8850010,190,0,2100000000
8850011,190,204000000,2100000000
8850012,1,204000000,40000
8850100,140,1112232,1050000000
8850101,140,1112232,1050000000
8850102,140,1112232,1050000000
8850103,140,1112232,1050000000
8850104,140,1112232,1050000000
8850110,140,0,400000000
8850111,140,2040000,2100000000
8850112,1,2040000,40000
8860000,170,50000000,2100000000
8860001,130,2379,13500000
8860002,140,155500,5000000
8860003,129,884000,550000000
8860004,160,884000,2090000000
8860005,130,5000000,2100000000
8860006,130,150000,20000000
8860007,1,150000,40000
8860008,200,99999,1800000000
8860009,200,99999,1800000000
8860010,1,99999,40000
8870000,120,5820000,315000000
8870001,110,3594,285000
8870002,110,5391,315000
8870003,115,8985,525000
8870004,115,8985,525000
8870005,115,0,1575000
8870100,190,20400000,2100000000
8870101,185,17970,1260000
8870102,185,29244,1890000
8870103,188,97480,6900000
8870104,188,194960,13800000
8870105,188,0,69000000
8870106,185,284340,34500000
8870107,188,1112000,165000000
8870200,190,204000000,210000000
8870201,180,204000000,14400000
8870202,120,3608,453600
8870203,123,3910,504495
8880000,190,22000000,2000000000
8880001,190,22000000,1
8880002,130,5300000,2000000000
8880004,128,99900,28000000
8880005,120,99900,1
8880006,124,95000,25000000
8880007,120,95000,1
8880008,120,92000,22000000
8880009,120,92000,1
8880010,110,1200000,400000000
8880011,110,1200000,1
8880100,210,22000000,??????
8880101,210,22000000,??????
8880102,190,19,2000000000
8880103,210,19,210000000
8880110,210,22000000,??????
8880111,210,22000000,??????
8880120,150,22000000,700000000
8880121,150,22000000,700000000
8880130,150,22000000,350000000
8880131,150,22000000,350000000
8880140,230,22000000,??????
8880141,230,22000000,??????
8880150,230,30000000,??????
8880151,230,30000000,??????
8880152,230,30000000,100000000
8880153,230,30000000,??????
8880154,230,30000000,1000000
8880160,230,30000000,32374800
8880161,230,0,150000000
8880162,230,0,35690625
8880163,230,0,360000000
8880164,230,0,150000000
8880165,230,0,32374800
8880166,230,0,32374800
8880167,230,0,360000000
8880168,230,0,32374800
8880169,230,0,32374800
8880170,230,0,32374800
8880171,230,0,500000000
8880175,230,0,32374800
8880176,230,0,32374800
8880177,230,0,360000000
8880178,230,0,32374800
8880179,230,0,32374800
8880180,230,0,32374800
8880181,230,0,??????
8880182,230,0,32374800
8880183,230,0,??????
8880184,230,0,??????
8880185,230,0,??????
8880190,230,0,??????
8880191,230,1000000,??????
8880192,230,1000000,171874000
8880193,230,0,171874000
8880194,230,0,171874000
8880195,230,0,171874000
8880196,230,0,32374800
8880197,230,0,360000000
