id,level,exp,boss,HP,MP
8500009,250,127,0,1000000000,450
8500010,155,,1,539925,12000
8500011,155,,1,2100000000,2000000
8500012,155,1234200,1,2100000000,2000000
8500013,155,0,1,13498125,80
8500014,250,127,0,1000000000,450
8500015,125,0,0,19933200,35000
8500020,190,,1,539925,12000
8500021,190,,1,2100000000,2000000
8500022,190,1234200,1,2100000000,90000
8510000,110,1300000,1,30000000,3000000
8510100,75,,1,10000,200
8520000,110,900000,1,24000000,3000000
8600000,162,16158,0,3675000,16000
8600001,164,17297,0,3981200,16000
8600002,166,18457,0,4297800,18000
8600003,168,19716,0,4624800,18000
8600004,163,16759,0,3823200,16000
8600005,165,17910,0,4142000,16000
8600006,167,19083,0,4464000,18000
8610000,169,20280,0,4796400,18000
8610001,171,21578,0,5148000,20000
8610002,173,22822,0,5510800,20000
8610003,175,24171,0,5884800,20000
8610004,177,25550,0,6270000,20000
8610005,168,19717,0,4624800,18000
8610006,170,20927,0,4970800,18000
8610007,172,22238,0,5328000,20000
8610008,174,23495,0,5696400,20000
8610009,176,24859,0,6076000,20000
8610010,177,25550,0,6270000,20000
8610011,179,26865,0,6666400,20000
8610012,180,27574,0,6868800,20000
8610013,182,30046,0,7546800,25000
8610014,184,32568,0,8259400,25000
8610015,180,27574,0,6868800,20000
8610016,176,20716,0,6076000,20000
8610017,180,22978,0,6868800,20000
8610018,180,22978,0,6868800,20000
8610019,180,22978,0,6868800,20000
8610020,180,22978,0,6868800,20000
8610021,182,23439,0,7017200,20000
8610022,168,16431,0,4624800,18000
8610023,177,104529,1,25000000,1000000
8610024,179,108043,1,26000000,1000000
8610025,180,109786,1,26500000,1000000
8610026,182,117271,1,28500000,1250000
8610027,184,124671,1,30500000,12500000
8610028,140,104529,1,250000000,1000000
8610029,140,108043,1,260000000,1000000
8610030,140,109786,1,265000000,1000000
8610031,140,117271,1,285000000,1250000
8610032,140,124671,1,305000000,12500000
8610033,140,27574,0,6868800,20000
8620000,190,50419,0,10541200,25000
8620001,191,52121,0,10950000,25000
8620002,192,53835,0,11349800,25000
8620003,192,53835,0,11460350,25000
8620004,193,55564,0,11771000,25000
8620005,194,57312,0,12048000,25000
8620006,194,57312,0,12198600,25000
8620007,195,59075,0,12632600,25000
8620008,196,60857,0,12979200,25000
8620009,196,60857,0,13056000,25000
8620010,197,62650,0,13502400,25000
8620011,198,64640,0,13955200,25000
8620012,200,148159,1,25500000,900000
8620013,168,59151,0,23124000,18000
8620014,170,62781,0,24854000,18000
8620015,172,66714,0,26640000,20000
8620016,174,70485,0,28482000,20000
8620017,176,74577,0,30380000,20000
8620018,168,59151,0,23124000,18000
8620019,168,59151,0,23124000,18000
8620020,168,59151,0,23124000,18000
8620021,168,59151,0,23124000,18000
8620022,168,59151,0,23124000,18000
8620023,210,0,0,19933200,35000
8620024,210,0,0,19933200,35000
8620025,210,0,0,19933200,35000
8620026,210,0,0,19933200,35000
8620027,210,0,0,19933200,35000
8630000,182,30046,0,7546800,25000
8630001,184,32568,0,8259400,25000
8630002,186,35149,0,8996000,25000
8630003,188,37785,0,9756600,25000
8630004,190,40470,0,10541200,25000
8630005,192,43212,0,11349800,30000
8630006,194,46001,0,12198600,30000
8630007,196,48847,0,13056000,30000
8630008,198,51886,0,13955200,30000
8630009,200,54839,0,14880000,30000
8630010,202,57835,0,15830400,35000
8630011,204,61049,0,16806400,35000
8630012,206,64150,0,17829000,35000
8630013,208,67473,0,18857000,35000
8630014,210,70858,0,19933200,35000
8630015,200,54839,0,14880000,30000
8630016,205,62589,0,17324600,35000
8630017,210,70858,0,19933200,35000
8630020,170,3558,0,4970800,20000
8630021,171,3668,0,5148000,25000
8630022,172,3780,0,5328000,25000
8630023,173,3880,0,5510800,25000
8630024,174,3994,0,5696400,25000
8630025,170,3558,0,4970800,20000
8630026,171,3668,0,5148000,25000
8630027,172,3780,0,5328000,25000
8630028,173,3880,0,5510800,25000
8630029,174,3994,0,5696400,25000
8630030,170,3558,0,4970800,20000
8630031,171,3668,0,5148000,25000
8630032,172,3780,0,5328000,25000
8630033,173,3880,0,5510800,25000
8630034,174,3994,0,5696400,25000
8630035,172,3780,0,5328000,25000
8630036,174,3994,0,5696400,25000
8630037,176,4226,0,6076000,25000
8630038,10,0,0,1000,100
8641000,200,98708,0,44640000,30000
8641001,201,101389,0,46056000,35000
8641002,202,104101,0,47491200,35000
8641003,203,107125,0,48945600,35000
8641004,204,109886,0,50419200,35000
8641005,205,112662,0,51973800,35000
8641006,206,115470,0,53487000,35000
8641007,207,118598,0,55019400,35000
8641008,208,121453,0,56571000,35000
8641009,209,0,0,58208400,35000
8641010,209,0,1,194028000,187500
8641011,209,1036020,1,504472800,187500
8641012,209,124322,0,58208400,35000
8641013,209,207204,0,100894560,35000
8641014,209,207204,0,100894560,35000
8641015,209,207204,0,100894560,35000
8641016,208,121453,0,56571000,35000
8641017,1,0,1,1,1
8642000,210,248003,0,119599200,35000
8642001,211,253673,0,122820000,253673
8642002,210,248003,0,119599200,35000
8642003,211,253673,0,122820000,253673
8642004,212,260047,0,126219600,40000
8642005,213,265808,0,129519600,40000
8642006,212,260047,0,126219600,40000
8642007,213,265808,0,129519600,40000
8642008,214,271621,0,133003200,40000
8642009,216,284043,0,139950000,40000
8642010,215,278138,0,136530000,40000
8642011,216,284043,0,139950000,40000
8642012,217,290679,0,143560800,40000
8642013,219,303394,0,150754800,40000
8642014,218,296653,0,147060000,40000
8642015,219,303394,0,150754800,40000
8642016,219,303394,1,2000000000,187500
8642017,229,402466,0,506876800,45000
8642018,229,402466,0,506876800,45000
8642019,229,402466,0,506876800,45000
8642020,229,402466,0,506876800,45000
8642021,229,402466,0,506876800,45000
8642022,229,402466,0,506876800,45000
8642023,218,296653,0,147060000,40000
8642024,1,0,1,1,1
8643000,226,349836,0,216357400,45000
8643001,220,309470,0,187966240,4000
8643002,221,316316,0,192566700,45000
8643003,221,316316,0,192566700,45000
8643004,222,322473,0,197219720,45000
8643005,222,322473,0,197219720,45000
8643006,223,329417,0,201925300,45000
8643007,225,342720,0,211494140,45000
8643008,223,329417,0,201925300,45000
8643009,224,335675,0,206683440,45000
8643010,227,356216,0,221273220,45000
8643011,228,363430,0,226241600,45000
8643012,224,335675,0,206683440,45000
8643013,230,0,1,100000000,45000
8643014,229,402466,0,506876800,35000
8643015,229,402466,0,506876800,35000
8643016,229,402466,0,506876800,45000
8643017,227,356216,0,221273220,45000
8643018,1,0,1,1,1
8644000,230,393361,0,258998400,45000
8644001,231,401055,0,264616000,50000
8644002,232,408778,0,270291200,50000
8644003,233,415702,0,276278400,50000
8644004,234,423542,0,282072000,50000
8644005,235,431459,0,288184000,50000
8644006,236,439402,0,294096000,50000
8644007,237,446505,0,300065600,50000
8644008,238,454564,0,306363200,50000
8644009,239,462670,0,312451200,50000
8644010,240,470824,0,318873600,50000
8644011,240,0,1,637747200,2500000
8644012,230,393361,0,258998400,45000
8644013,1,0,1,1,1
8644014,233,0,0,276278400,50000
8644015,234,0,0,282072000,50000
8644016,237,0,0,300065600,50000
8644017,238,0,0,306363200,50000
8644018,239,0,0,312451200,50000
8644019,240,0,0,318873600,50000
8644020,230,0,0,258998400,45000
8644021,1,0,1,1000000,0
8644101,225,1,0,500000000,10
8644102,225,1,0,500000000,10
8644103,225,1,0,500000000,10
8644104,225,1,0,500000000,10
8644105,225,1,0,500000000,10
8644106,225,1,0,500000000,10
8644107,225,1,0,500000000,10
8644108,225,1,0,500000000,10
8644109,225,1,0,500000000,10
8644110,225,1,0,500000000,10
8644111,225,1,0,500000000,10
8644112,225,1,0,500000000,10
8644201,225,393361,0,258998400,45000
8644301,235,0,0,288184000,50000
8644302,235,0,0,288184000,50000
8644303,235,0,0,288184000,50000
8644304,235,0,0,288184000,50000
8644305,235,0,0,288184000,50000
8644400,236,439402,0,294096000,50000
8644401,236,439402,0,294096000,50000
8644402,237,446505,0,300065600,50000
8644403,238,454564,0,306363200,50000
8644404,238,454564,0,306363200,50000
8644405,239,462670,0,312451200,50000
8644406,240,470824,0,318873600,50000
8644407,241,485614,0,406700000,55000
8644408,241,485614,0,406700000,55000
8644409,242,494006,0,414534000,55000
8644410,243,501461,0,422798000,55000
8644411,244,509964,0,431142000,55000
8644412,245,518511,0,439566000,55000
8644413,236,439402,0,294096000,50000
8644414,1,0,1,1,1
8644415,236,439402,0,294096000,50000
8644416,1,0,1,1,1
8644417,236,439402,0,294096000,50000
8644418,1,0,1,1,1
8644419,245,0,1,2100000000,15000000
8644420,129,0,1,550000000,1500000
8644421,242,0,0,414534000,55000
8644422,243,0,0,422798000,55000
8644423,244,0,0,431142000,55000
8644424,245,0,0,439566000,55000
8644425,236,439402,0,294096000,50000
8644426,1,0,1,1,1
8800000,110,,1,16500000,30000
8800001,110,,1,22000000,35000
8800002,110,1,1,7000000,40000
8800003,110,672000,1,700000,18000
8800004,110,672000,1,700000,18000
8800005,110,448000,1,700000,18000
8800006,110,448000,1,700000,18000
8800007,110,560000,1,700000,18000
8800008,110,560000,1,700000,18000
8800009,110,515200,1,700000,18000
8800010,110,515200,1,700000,18000
8800011,100,1,0,80000,800
8800012,100,1,0,80000,800
8800013,100,1,0,80000,800
8800014,100,1,0,80000,800
8800015,100,1,0,80000,800
8800020,55,,1,480000,45000
8800021,55,,1,720000,52500
8800022,55,1,1,2200000,60000
8800023,50,,1,204000,27000
8800024,50,,1,204000,27000
8800025,50,,1,204000,27000
8800026,50,,1,204000,27000
8800027,50,,1,204000,27000
8800028,50,,1,204000,27000
8800029,50,,1,204000,27000
8800030,50,,1,204000,27000
8800031,50,1,0,6000,800
8800032,50,1,0,6000,800
8800033,50,1,0,6000,800
8800034,50,1,0,6000,800
8800100,140,,1,748000000,45000
8800101,140,,1,904000000,52500
8800102,180,1,1,2100000000,3000000
8800103,180,161280,1,2100000000,27000
8800104,180,161280,1,2100000000,27000
8800105,180,161280,1,2100000000,27000
8800106,180,161280,1,2100000000,27000
8800107,140,161280,1,2100000000,27000
8800108,180,161280,1,2100000000,27000
8800109,180,161280,1,2100000000,27000
8800110,180,161280,1,2100000000,27000
8800111,140,296,1,1000000000,1500
8800112,140,361,1,1000000000,1800
8800113,140,446,1,1000000000,2000
8800114,140,610,1,1000000000,2000
8800115,140,710,1,1000000000,1500
8800116,140,282,1,1000000000,900
8800117,200,127,0,1000000000,450
8800118,125,,1,5000000,200
8800119,125,,1,5000000,200
8800120,125,,1,5000000,200
8800130,125,,1,5000000,200
8800131,125,,1,5000000,200
8800132,125,,1,5000000,200
8800133,125,,1,5000000,200
8800134,125,,1,5000000,200
8800135,125,,1,5000000,200
8800136,125,,1,5000000,200
8800137,125,,1,5000000,200
8800141,180,1,1,2100000000,27000
8800142,180,1,1,2100000000,27000
8800143,180,1,1,2100000000,27000
8800144,180,1,1,2100000000,27000
8800145,140,1,1,2100000000,27000
8800146,180,1,1,2100000000,27000
8800147,180,1,1,2100000000,27000
8800148,180,1,1,2100000000,27000
8800200,140,1,1,516798500,50000
8800201,140,7352,0,1087800,6000
8800202,140,7352,0,1087800,6000
8800203,140,7352,0,1087800,6000
8800400,165,1,1,57000000,2400000
8800401,160,6139,0,660000,16000
8810000,160,1,1,330000000,43000
8810001,160,1,1,330000000,43000
8810002,160,6951450,1,330000000,43000
8810003,160,6720000,1,490000000,49000
8810004,160,6951450,1,330000000,43000
8810005,160,4844950,1,230000000,35000
8810006,160,4844950,1,230000000,35000
8810007,160,5573799,1,270000000,400000
8810008,160,2704983,1,130000000,38000
8810009,160,1685200,1,80000000,26000
8810010,140,,1,66000000,30000
8810011,140,,1,66000000,30000
8810012,140,,1,66000000,30000
8810013,140,,1,66000000,30000
8810014,140,,1,66000000,30000
8810015,140,,1,66000000,30000
8810016,140,,1,66000000,30000
8810017,140,,1,66000000,30000
8810018,160,1,1,2090000000,
8810019,97,800,1,79500,210
8810020,101,1000,1,85500,250
8810021,103,1050,1,120000,1000
8810022,100,1000,1,56000,200
8810023,105,1200,1,67000,200
8810024,1,,1,40000,
8810025,1,,1,40000,
8810026,1,,1,40000,
8810100,160,1,1,1650000000,64500
8810101,160,1,1,1650000000,64500
8810102,160,11122320,1,1650000000,64500
8810103,160,23021176,1,1950000000,66500
8810104,160,11122320,1,1650000000,64500
8810105,160,7751920,1,1150000000,52500
8810106,160,7751920,1,1150000000,52500
8810107,160,9100080,1,1350000000,60000
8810108,160,4381520,1,650000000,57000
8810109,160,2696320,1,450000000,39000
8810118,160,,1,2000000000,
8810119,160,,1,2000000000,
8810120,160,,1,2000000000,
8810121,160,,1,2000000000,
8810122,160,1,1,10000000000,
8810123,97,1200,1,159000,420
8810124,101,1200,1,171000,500
8810125,103,1300,1,240000,2000
8810126,100,1200,1,168000,400
8810127,105,1350,1,201000,400
8810128,1,,1,40000,
8810129,1,,1,40000,
8810130,1,0,1,40000,0
8810200,130,1,1,100000000,23000
8810201,130,1,1,100000000,23000
8810202,130,695145,1,100000000,23000
8810203,130,672000,1,235200000,25000
8810204,130,695145,1,100000000,23000
8810205,130,484495,1,90800000,15000
8810206,130,484495,1,90800000,15000
8810207,130,557379,1,100000000,20000
8810208,130,270498,1,67200000,18000
8810209,130,168520,1,33600000,16000
8810210,97,800,1,3975000,210
8810211,103,1050,1,4372500,210
8810212,1,,1,40000,
8810213,1,,1,40000,
8810214,130,1,1,817600000,
8810215,1,,1,40000,
8820000,180,,1,1,1000
8820001,180,1,1,2100000000,50000
8820002,180,20000000,1,600000000,50000
8820003,180,3000000,1,300000000,50000
8820004,180,3000000,1,300000000,50000
8820005,180,3500000,1,450000000,50000
8820006,180,3500000,1,450000000,50000
8820007,150,11000,1,1515000,500
8820008,1,0,1,200000,0
8820009,1,,1,200000,
8820010,1,,1,300000000,
8820011,1,,1,600000000,
8820012,1,,1,1050000000,
8820013,1,,1,1500000000,
8820014,1,,1,2100000000,
8820015,180,3000000,1,300000000,50000
8820016,180,3000000,1,300000000,50000
8820017,180,3500000,1,450000000,50000
8820018,180,3500000,1,450000000,50000
8820019,1,,0,15,
8820020,1,,0,15,
8820021,1,,0,15,
8820022,1,,0,15,
8820023,1,,0,15,
8820024,1,,0,15,
8820025,1,,0,15,
8820026,1,,0,15,
8820027,1,,0,15,
8820100,180,,1,1,1000
8820101,190,1,1,2100000000,150000
8820102,190,0,1,2100000000,150000
8820103,190,0,1,2100000000,150000
8820104,190,0,1,2100000000,150000
8820105,190,0,1,2100000000,150000
8820106,190,0,1,2100000000,150000
8820107,190,11000,1,9090000,2000
8820108,1,0,1,200000,0
8820109,1,,1,200000,
8820110,1,,1,1,
8820111,1,,1,1,
8820112,1,,1,1,
8820113,1,,1,1,
8820114,1,,1,1,
8820115,190,0,1,2100000000,150000
8820116,190,0,1,2100000000,150000
8820117,190,0,1,2100000000,150000
8820118,190,0,1,2100000000,150000
8820200,190,1,1,2100000000,150000
8820201,190,1,1,2100000000,150000
8820202,190,1,1,2100000000,150000
8820203,190,1,1,2100000000,150000
8820204,190,1,1,2100000000,150000
8820205,190,1,1,2100000000,150000
8820206,190,1,1,2100000000,150000
8820207,190,1,1,2100000000,150000
8820208,190,1,1,2100000000,150000
8820209,190,1,1,2100000000,150000
8820210,190,1,1,2100000000,150000
8820211,190,1,1,2100000000,150000
8820212,190,1,1,2100000000,150000
8820213,190,3000000,1,2100000000,150000
8820214,190,3000000,1,2100000000,150000
8820215,190,3000000,1,2100000000,150000
8820216,190,3000000,1,2100000000,150000
8820217,190,0,1,2100000000,150000
8820218,190,3500000,1,2100000000,150000
8820219,190,0,1,2100000000,150000
8820220,190,3500000,1,2100000000,150000
8820221,190,0,1,2100000000,150000
8820222,190,3500000,1,2100000000,150000
8820223,190,0,1,2100000000,150000
8820224,190,3500000,1,2100000000,150000
8820225,190,0,1,2100000000,150000
8820226,190,0,1,2100000000,150000
8820227,190,20000000,1,2100000000,150000
8820300,1,,1,10000000,
8820301,1,,1,10000000,
8820302,1,,1,10000000,
8820303,1,,1,10000000,
8820304,1,,1,10000000,
8830000,70,,1,4280000,30000
8830001,70,,1,2640000,3000
8830002,70,,1,3060000,30000
8830003,70,,1,9980000,
8830004,1,,1,600000000,
8830005,1,,1,600000000,
8830006,1,,1,1,
8830007,45,,1,2400000,30000
8830008,49,,1,1152000,3000
8830009,49,,1,1235520,30000
8830010,50,,1,4787520,
8830011,1,,1,600000000,
8830012,1,,1,600000000,
8830013,1,,1,1,
8840000,129,884000,1,550000000,1500000
8840001,125,2100,0,575000,20000
8840002,115,3594,1,190000,3000
8840003,127,,1,12000000,400000
8840004,127,,1,12500000,400000
8840005,123,,1,10000000,300000
8840006,160,1,0,2090000000,
8840007,120,88400,1,700000000,1500000
8840008,120,,1,1500000,400000
8840009,120,,1,1500000,400000
8840010,1,,1,40000,
8840011,120,,1,5000000,300000
8840012,160,1,0,2090000000,
8840013,1,,1,40000,
8840014,150,5000000,1,2100000000,1500000
8840015,140,,1,60000000,400000
8840016,140,,1,60000000,400000
8840017,135,,1,125000000,300000
8840018,1,,1,40000,
8850000,188,3500000,1,2100000000,64500
8850001,188,3500000,1,2100000000,64500
8850002,188,3500000,1,2100000000,64500
8850003,188,3500000,1,2100000000,64500
8850004,188,3500000,1,2100000000,64500
8850005,188,11122320,1,2100000000,72500
8850006,188,11122320,1,2100000000,72500
8850007,188,11122320,1,2100000000,72500
8850008,188,11122320,1,2100000000,72500
8850009,188,11122320,1,2100000000,72500
8850010,190,0,1,2100000000,25000
8850011,190,204000000,1,2100000000,90000
8850012,1,,1,40000,
8850100,140,1112232,1,1050000000,72500
8850101,140,1112232,1,1050000000,72500
8850102,140,1112232,1,1050000000,72500
8850103,140,1112232,1,1050000000,72500
8850104,140,1112232,1,1050000000,72500
8850110,140,0,1,400000000,25000
8850111,140,2040000,1,2100000000,90000
8850112,1,,1,40000,
8860000,170,50000000,1,2100000000,15000000
8860001,130,1,1,13500000,400000
8860002,140,155500,1,5000000,300000
8860003,129,884000,1,550000000,1500000
8860004,160,1,0,2090000000,
8860005,130,5000000,1,2100000000,15000000
8860006,130,150000,1,20000000,300000
8860007,1,,1,40000,
8860008,200,99999,0,1800000000,60000
8860009,200,99999,0,1800000000,60000
8860010,1,,1,40000,
8870000,120,5820000,1,315000000,90000
8870001,110,3594,1,285000,6000
8870002,110,5391,1,315000,6000
8870003,115,8985,1,525000,10000
8870004,115,8985,1,525000,10000
8870005,115,0,1,1575000,6000
8870100,190,20400000,1,2100000000,900000
8870101,185,17970,1,1260000,50000
8870102,185,29244,1,1890000,50000
8870103,188,97480,1,6900000,50000
8870104,188,194960,1,13800000,50000
8870105,188,0,1,69000000,72500
8870106,185,284340,1,34500000,72500
8870107,188,1112000,1,165000000,72500
8870200,190,204000000,1,210000000,90000
8870201,180,,1,14400000,10000
8870202,120,3608,0,453600,3000
8870203,123,3910,0,504495,4000
8880000,190,22000000,1,2000000000,100000
8880001,190,,1,1,100000
8880002,130,5300000,1,2000000000,100000
8880004,128,1,1,28000000,15000
8880005,120,,0,1,1
8880006,124,1,1,25000000,15000
8880007,120,,0,1,1
8880008,120,1,1,22000000,15000
8880009,120,,0,1,1
8880010,110,1200000,1,400000000,60000
8880011,110,,1,1,100000
8880100,210,22000000,1,,100000
8880101,210,22000000,1,,100000
8880102,190,19,0,2000000000,20
8880103,210,,1,210000000,100000
8880110,210,22000000,1,,100000
8880111,210,22000000,1,,100000
8880120,150,22000000,1,700000000,100000
8880121,150,22000000,1,700000000,100000
8880130,150,22000000,1,350000000,100000
8880131,150,22000000,1,350000000,100000
8880140,230,,1,,100000
8880141,230,,1,,100000
8880150,230,30000000,1,,100000
8880151,230,,1,,100000
8880152,230,30000000,1,,100000
8880153,230,30000000,1,,100000
8880154,230,,1,,100000
8880160,230,,1,32374800,45000
8880161,230,0,1,150000000,45000
8880162,230,,1,35690625,45000
8880163,230,,1,360000000,45000
8880164,230,0,1,150000000,45000
8880165,230,0,1,32374800,45000
8880166,230,,1,32374800,45000
8880167,230,1,1,360000000,45000
8880168,230,0,1,32374800,45000
8880169,230,0,1,32374800,45000
8880170,230,,1,32374800,45000
8880171,230,0,1,500000000,45000
8880175,230,0,1,32374800,45000
8880176,230,,1,32374800,45000
8880177,230,1,1,360000000,45000
8880178,230,0,1,32374800,45000
8880179,230,0,1,32374800,45000
8880180,230,,1,32374800,45000
8880181,230,0,1,,45000
8880182,230,,1,32374800,45000
8880183,230,0,1,,45000
8880184,230,0,1,,45000
8880185,230,0,1,,45000
8880190,230,,1,,100000
8880191,230,1000000,1,,100000
8880192,230,,1,171874000,45000
8880193,230,0,1,171874000,45000
8880194,230,,1,171874000,45000
8880195,230,0,1,171874000,45000
8880196,230,,1,32374800,45000
8880197,230,1,1,360000000,45000
8880200,180,2040000,1,1680000000,900000
8880201,179,26864,1,6666400,2000
8880202,55,4960,1,335000,60000
8881000,129,88400,1,2100000000,1500000
8890000,200,99999,1,1800000000,60000
8890001,200,99999,1,1800000000,60000
8890002,200,99999,1,1800000000,60000
8900000,190,1,1,2000000000,108000
8900001,190,1,1,2000000000,108000
8900002,190,1,1,2000000000,108000
8900003,190,1,0,1000,0
8900100,120,1,1,315000000,108000
8900101,120,1,1,315000000,108000
8900102,120,1,1,315000000,108000
8900103,120,1,0,1000,0
8910000,190,1,1,2000000000,100000
8910001,190,1,1,800000000,100000
8910100,120,1,1,315000000,100000
8910101,180,,1,20000000,10000
8920000,190,1,1,2000000000,15000000
8920001,190,1,1,2000000000,15000000
8920002,190,1,1,2000000000,15000000
8920003,190,1,1,2000000000,15000000
8920004,190,1,1,20,200
8920005,190,1,1,550000000,15000000
8920006,190,1,0,1000,0
8920100,120,1,1,315000000,15000000
8920101,120,1,1,315000000,15000000
8920102,120,1,1,315000000,15000000
8920103,120,1,1,315000000,15000000
8920104,120,1,1,20,200
8920105,120,1,1,5500000,15000
8920106,120,1,0,1000,0
8930000,190,1,1,2000000000,64500
8930001,190,1,1,2000000000,64500
8930100,130,1,1,550000000,1500000
8930101,188,3500000,1,600000,64500
8940000,30,0,1,,20000
8940001,30,0,1,,20000
8940002,30,0,1,,20000
8940003,30,0,1,,20000
8940004,30,0,1,,20000
8940005,30,0,1,,20000
8940006,30,0,1,,20000
8940007,30,0,1,,20000
8940008,30,0,1,,20000
8940009,180,0,1,100000000,20000
8940010,30,,1,11000,5000
8940011,30,,1,13300,5000
8940012,30,,1,9999,5000
8940013,30,,1,9000,5000
8940014,180,0,1,100000000,20000
8940015,180,0,1,100000000,20000
8940016,180,0,1,100000000,20000
8940017,180,0,1,100000000,20000
8940018,180,0,1,100000000,20000
8940019,180,0,1,100000000,20000
8940020,180,0,1,100000000,20000
8940021,180,0,1,100000000,20000
8940022,180,0,1,100000000,20000
8940023,180,0,1,100000000,20000
8940024,180,0,1,100000000,20000
8940025,180,0,1,100000000,20000
8940026,180,0,1,100000000,20000
8940027,180,0,1,100000000,20000
8940028,180,0,1,100000000,20000
8940029,180,0,1,100000000,20000
8940030,180,0,1,100000000,20000
8940031,180,0,1,100000000,20000
8940032,180,0,1,100000000,20000
8940033,180,0,1,100000000,20000
8940034,180,0,1,100000000,20000
8940035,180,0,1,100000000,20000
8940036,180,0,1,100000000,20000
8940037,180,0,1,100000000,20000
8940038,180,0,1,100000000,20000
8940039,180,0,1,100000000,20000
8940040,180,0,1,100000000,20000
8950000,210,0,1,,10000000
8950001,210,0,1,,10000000
8950002,210,30000000,1,,10000000
8950003,190,0,1,2000000000,1000
8950004,190,0,1,2000000000,1000
8950005,190,0,1,2000000000,1000
8950006,210,0,0,2000000000,10000000
8950007,190,0,1,2000000000,1000
8950100,210,0,1,,10000000
8950101,210,0,1,,10000000
8950102,210,30000000,1,,10000000
8950103,190,0,1,1000000000,1000
8950104,190,0,1,1000000000,1000
8950105,190,0,1,1000000000,1000
8950106,210,0,0,2000000000,10000000
8950107,190,0,1,1000000000,1000
8950108,210,,1,210000000,100000
9000001,35,,0,1400,200
9000002,35,,0,1400,200
9000100,35,,0,1400,200
9000101,35,,0,1400,200
9000200,35,,0,1400,200
9000201,35,,0,1400,200
9000300,35,,0,1400,200
9000301,35,,0,1400,200
9001000,70,2000,1,130000,345
9001001,70,2000,1,80000,820
9001002,70,2000,1,100000,510
9001003,70,2000,1,100000,510
9001004,70,2000,1,110000,410
9001005,35,,0,1400,200
9001006,35,,0,1400,200
9001007,35,,0,1400,200
9001008,70,,0,25000,2000
9001009,80,,1,150000,800
9001010,120,,1,9300000,3000
9001011,35,,0,1400,200
9001012,35,,0,1400,200
9001013,70,,1,130000,345
9001014,100,,1,2000000,3000
9001015,20,35,0,375,40
9001016,25,44,0,525,80
9001017,30,60,0,900,120
9001018,60,388,0,11000,1000
9001019,33,,1,1500,60
9001020,50,130,0,3000,800
9001021,51,135,0,3200,800
9001022,47,119,0,2640,600
9001023,53,146,0,3600,800
9001024,57,172,0,4600,1000
9001025,42,103,0,2100,450
9001026,45,330,1,7800,150
9001027,57,172,0,4600,1000
9001028,67,263,0,8500,1500
9001029,70,296,0,10000,1500
9001030,68,274,0,9000,1500
9001031,30,,1,14000,2000
9001032,70,,1,130000,15000
9001033,35,,1,10000,200
9001034,120,,0,210000,3000
9001035,100,,1,800000,30000
9001036,30,,1,25000,500
9001037,70,2400,1,110000,2000
9001038,70,2400,1,110000,2000
9001039,100,,1,800000,4000
9001040,100,,1,800000,4000
9001041,100,,1,1200000,4000
9001042,100,,1,1200000,4000
9001043,100,,1,2500000,1500
9001044,100,,1,2500000,1500
9001045,30,,0,36000,8000
9001046,70,,1,50000,800
9001047,100,,1,2500000,3000
9001048,3,5,0,25,
9001049,6,,0,130,10
9001050,6,,0,65,10
9001051,5,,0,60,
9001052,100,,0,85000,3000
9001053,100,,0,65000,2800
9001054,9,,0,132,10
9001055,11,19,0,150,20
9001056,15,,0,500,20
9001057,27,,1,35000,120
9001058,100,,1,1200000,4000
9010000,110,,1,66000000,30000
9010001,110,,1,88000000,35000
9010002,110,1,1,110000000,40000
9010003,70,,1,4280000,30000
9010004,1,,1,600000000,
9010005,1,,1,600000000,
9010007,160,1,1,330000000,43000
9010008,180,1,1,2100000000,50000
9010009,190,2040000,1,2100000000,900000
9010010,190,2040000,1,2100000000,900000
9010011,10,0,1,9,9
9010012,10,0,1,10000,9
9010013,10,1,1,10000,10000
9010017,10,0,1,10,10
9010018,10,0,1,10,10
9010019,10,0,1,5000000,10
9010020,10,0,1,1000000,0
9010021,10,0,1,10000000,0
9010022,10,0,1,1000000,0
9010023,10,0,1,1000000,0
9010024,1,3500,1,5000000,2000
9010025,1,0,1,1,1
9010026,1,1,0,9900,10
9010027,1,1,0,9900,10
9010028,1,1,0,9900,10
9010029,1,1,0,9900,
9010030,1,1,0,9900,20
9010031,1,1,0,9900,20
9010032,1,1,0,9900,
9010033,1,1,0,9900,450
9010034,1,1,0,9900,1800
9010035,1,1,0,9900,1800
9010036,1,1,0,9900,1000
9010037,10,0,1,1000000000,10
9010038,1,1,0,9900,10
9010039,1,1,0,9900,10
9010040,1,1,0,9900,10
9010041,1,1,0,9900,10
9010042,1,1,0,9900,10
9010043,1,1,0,9900,10
9010044,1,1,0,9900,10
9010045,1,1,0,9900,10
9010046,1,1,0,9900,10
9010047,1,1650,1,5000000,2000
9010048,1,0,1,1,1
9010049,10,0,0,125,10
9010050,10,0,1,1000000,0
9010051,125,,1,1619775,4000
9010052,90,0,0,220000,300
9010053,11,0,1,11000,11
9010054,10,0,1,100000000,100000
9010055,1,0,0,1000000,0
9010056,1,0,0,1000000,0
9010057,1,0,0,1000000,0
9010058,1,0,0,1000,0
9010059,1,0,0,1000,0
9010060,1,0,0,1000,0
9010061,1,0,0,1000,0
9010062,1,0,0,1000,0
9010063,1,0,0,1000,0
9010064,1,0,1,132,0
9010065,1,0,1,132,0
