"id","name","level","exp","boss","HP","MP","exp_div_hp"
"3503009","Dark Demon Wolfmaster","230","129324","0","32374800","45000","0.003994588383557582"
"3503010","Dark Demon Eagle Rider","210","85029","0","19933200","35000","0.0042656974294142435"
"3503011","Dark Demon Eagle Rider","1","0","1","1","1","0.0"
"3503012","Corrupted Imp","210","85029","0","19933200","35000","0.0042656974294142435"
"3503013","Corrupted Imp","1","0","1","1","1","0.0"
"4090000","Iron Hog","42","124","0","4200","450","0.029523809523809525"
"4110300","Iron Mutae","91","1231","0","94000","2600","0.013095744680851064"
"4110301","Reinforced Iron Mutae","92","1274","0","98000","2600","0.013"
"4110302","Mithril  mutae","93","1316","0","102000","2600","0.012901960784313726"
"4130100","Copper Drake","66","302","0","16000","1500","0.018875"
"4130101","Tortie","28","53","0","720","120","0.07361111111111111"
"4130102","Dark Nependeath","75","484","0","30000","1800","0.016133333333333333"
"4130103","Rombot","98","7610","1","610000","15000","0.012475409836065574"
"4130104","Dark Nependeath","75","484","0","30000","1800","0.016133333333333333"
"4220000","Seruf","82","20675","1","1450000","60000","0.014258620689655173"
"4220001","Seruf","82","","1","67000","12000",""
"4230100","Cold Eye","28","53","0","720","120","0.07361111111111111"
"4230101","Zombie Lupin","28","64","0","720","120","0.08888888888888889"
"4230102","Wraith","45","134","0","4800","450","0.027916666666666666"
"4230103","Iron Hog","56","197","0","8600","1000","0.022906976744186045"
"4230104","Clang","27","50","0","650","120","0.07692307692307693"
"4230105","Nependeath","75","484","0","30000","1800","0.016133333333333333"
"4230106","Lunar Pixie","74","458","0","28000","1800","0.01635714285714286"
"4230107","Flyeye","122","3174","0","487230","4000","0.006514377193522566"
"4230108","[*]Jr. Cerebes","132","16296","0","3784500","4000","0.0043059849385652"
"4230109","Block Golem","96","1440","0","114000","2800","0.01263157894736842"
"4230110","King Block Golem","97","1481","0","118000","2800","0.012550847457627119"
"4230111","Robo","113","2963","0","348075","3000","0.008512533218415571"
"4230112","Master Robo","114","3055","0","362700","3000","0.008422939068100358"
"4230113","Tick-Tock","114","3055","0","362700","3000","0.008422939068100358"
"4230114","Platoon Chronos","115","3148","0","377625","3000","0.008336312479311487"
"4230115","Master Chronos","115","3148","0","377625","3000","0.008336312479311487"
"4230116","Barnard Gray","77","584","0","38000","2000","0.015368421052631578"
"4230117","Zeta Gray","78","635","0","42000","2000","0.015119047619047619"
"4230118","Ultra Gray","79","684","0","46000","2000","0.014869565217391304"
"4230119","Mateon","73","433","0","26000","1800","0.016653846153846154"
"4230120","Plateon","74","458","0","28000","1800","0.01635714285714286"
"4230121","Mecateon","75","484","0","30000","1800","0.016133333333333333"
"4230122","Nependeath","75","484","0","30000","1800","0.016133333333333333"
"4230123","Sparker","80","732","0","50000","2000","0.01464"
"4230124","Freezer","80","732","0","50000","2000","0.01464"
"4230125","Skeledog","62","256","0","12600","1200","0.020317460317460317"
"4230126","Mummydog","62","256","0","12600","1200","0.020317460317460317"
"4230127","Mateon","165","17910","0","4142000","16000","0.00432399806856591"
"4230128","Plateon","167","19084","0","4464000","18000","0.004275089605734767"
"4230129","Barnard Gray","169","20280","0","4796400","18000","0.00422817112834626"
"4230130","Ultra Gray","171","21579","0","5148000","20000","0.004191724941724942"
"4230131","Gray Commuter Saucer","173","22823","0","5510800","20000","0.004141503955868477"
"4230132","Gray Luxury Saucer","175","24173","0","5884800","20000","0.004107701196302338"
"4230133","Mecateon","176","24859","0","6076000","20000","0.004091342988808426"
"4230134","MT-09","177","25551","0","6270000","20000","0.00407511961722488"
"4230137","White Robosaucer","178","26159","0","6466800","20000","0.004045122780973588"
"4230138","Black Robosaucer","179","26864","0","6666400","20000","0.0040297611904476175"
"4230139","OMNI-CLN","190","","1","2000000000","100000",""
"4230140","Barnard Gray","110","","1","4970800","18000",""
"4230141","[*] Gray Commuter Saucer","178","78477","0","32334000","10000","0.002427073668584153"
"4230142","[*] Gray Luxury Saucer","180","82722","0","34344000","10000","0.002408630328441649"
"4230200","Poopa","79","684","0","46000","2000","0.014869565217391304"
"4230201","Poison Poopa","79","684","0","46000","2000","0.014869565217391304"
"4230300","Moon Bunny","55","187","0","8000","800","0.023375"
"4230400","Iron Boar","57","206","0","9200","1000","0.022391304347826088"
"4230500","Chipmunk","126","5102","0","675432","4000","0.0075536841606556986"
"4230501","Red Porky","127","5230","0","697680","4000","0.007496273363146428"
"4230502","Black Porky","127","5230","0","697680","4000","0.007496273363146428"
"4230503","Blue Flower Serpent","127","5230","0","697680","4000","0.007496273363146428"
"4230504","Red Flower Serpent","127","5230","0","697680","4000","0.007496273363146428"
"4230505","Jar","129","5737","0","779220","4000","0.007362490695824029"
"4230506","Ginseng Jar","129","5737","0","779220","4000","0.007362490695824029"
"4230600","Desert Giant ","90","1188","0","90000","2400","0.0132"
"4240000","Chief Gray","80","732","0","50000","2000","0.01464"
"4250000","Mossy Snail","98","1522","0","122000","2800","0.012475409836065574"
"4250001","Tree Rod","98","1522","0","122000","2800","0.012475409836065574"
"4300000","Blue Perfume","42","","0","1","300",""
"4300001","Blue Perfume","42","124","0","4200","450","0.029523809523809525"
"4300002","Yellow Perfume","42","","0","1","300",""
"4300003","Yellow Perfume","42","124","0","4200","450","0.029523809523809525"
"4300004","Pink Perfume","42","","0","1","300",""
"4300005","Pink Perfume","42","124","0","4200","450","0.029523809523809525"
"4300006","Kid Mannequin","43","127","0","4400","450","0.028863636363636362"
"4300007","Female Mannequin","44","131","0","4600","450","0.028478260869565217"
"4300008","Male Mannequin","45","134","0","4800","450","0.027916666666666666"
"4300009","Latest Hits Compilation","46","139","0","5040","600","0.02757936507936508"
"4300010","Greatest Oldies","47","143","0","5280","600","0.027083333333333334"
"4300011","Cheap Amplifier","48","148","0","5520","600","0.02681159420289855"
"4300012","Fancy Amplifier","49","151","0","5760","600","0.02621527777777778"
"4300013","Spirit of Rock","48","6150","1","138000","30000","0.04456521739130435"
"4300014","Greatest Oldies","50","156","0","6000","800","0.026"
"4300015","Cheap Amplifier","50","156","0","6000","800","0.026"
"4300016","Fancy Amplifier ","50","156","0","6000","800","0.026"
"4300017","Spirit of Rock's Soul","48","","1","1","100",""
"4310000","Greatest Oldies Album","145","8631","0","1326150","8000","0.006508313539192399"
"4310001","Latest Hits Album","145","8631","0","1326150","8000","0.006508313539192399"
"4310002","Next-gen Speaker","146","8928","0","1373850","10000","0.006498526039960695"
"4310004","Blue Raspberry Jelly Juice","147","9186","0","1425600","10000","0.006443602693602693"
"4310005","Grape Jelly Juice","148","9445","0","1478250","10000","0.006389311686115339"
"4310006","Enraged Espresso Machine","149","9752","0","1531800","10000","0.006366366366366366"
"4310007","Green Notebook","150","10019","0","1586250","10000","0.006316154452324665"
"4310008","Blue Notebook","151","10286","0","1641600","12000","0.00626583820662768"
"4310009","Yellow Headphones","152","10811","0","1732500","12000","0.00624011544011544"
"4310010","Red Headphones","153","11294","0","1825200","12000","0.00618781503396888"
"4310011","Killer Cosmetics","154","11832","0","1919700","12000","0.006163463041100172"
"4310012","Deadly Dressing Table","155","12325","0","2020200","12000","0.006100881100881101"
"4310013","Harried Hair Roller","155","12325","0","2020200","12000","0.006100881100881101"
"4310014","Peeved Perm Machine","155","12325","0","2020200","12000","0.006100881100881101"
"4310015","Spirit of Rock","155","0","1","202020000","32000","0.0"
"4310016","Frenzied Peri Dotts","151","0","1","164160000","12000","0.0"
"4310017","[*] Enraged Espresso Machine","155","36975","0","10101000","10000","0.0036605286605286605"
"4310018","[*] Blue Notebook","157","40143","0","11092500","12000","0.0036189317106152807"
"4310019","[*] Red Headphones","159","43386","0","12144000","12000","0.003572628458498024"
"4310020","[*] Deadly Dressing Table","161","46692","0","17612000","12000","0.0026511469452645924"
"4310021","[*] Harried Hair Roller","162","48474","0","18375000","12000","0.0026380408163265306"
"5090000","Shade","45","134","0","4800","450","0.027916666666666666"
"5090001","Master Dummy","128","114200","1","15375000","120000","0.007427642276422764"
"5100000","Jr. Yeti","78","635","0","42000","2000","0.015119047619047619"
"5100001","Transforming Jr. Yeti","117","","0","406890","3000",""
"5100002","Firebomb","51","162","0","6400","800","0.0253125"
"5100003","Hodori","58","215","0","9800","1000","0.02193877551020408"
"5100004","Samiho","62","256","0","12600","1200","0.020317460317460317"
"5100005","Hogul","60","233","0","11000","1000","0.02118181818181818"
"5100100","Moon Bunny","130","4996","0","684450","4000","0.007299291401855504"
"5100101","Dark Axe Stump","132","6518","0","756900","4000","0.008611441405733914"
"5100102","Hodori","134","5911","0","834675","4000","0.007081798304729386"
"5100103","Hogul","135","6138","0","876000","4000","0.007006849315068493"
"5100104","Three-Tailed Fox","136","6369","0","915750","6000","0.006954954954954955"
"5100105","Blin","137","","0","300000","6000",""
"5100106","Blue King Goblin","138","6836","0","1000125","6000","0.00683514560679915"
"5100107","Green King Goblin","139","7111","0","1042200","6000","0.006823066589905968"
"5100108","Yellow King Goblin","140","7352","0","1087800","6000","0.0067585953300239015"
"5100109","Blin","137","6603","0","656250","6000","0.010061714285714285"
"5100200","Hongbu","132","1","1","3784500","4000","2.642356982428326E-7"
"5100201","Mighty Jangjung","132","1","1","3784500","4000","2.642356982428326E-7"
"5100202","Heroic Hogul","132","1","1","3784500","4000","2.642356982428326E-7"
"5100203","Goblin","132","1","1","5676750","4000","1.7615713216188841E-7"
"5110300","Reinforced Mithril Mutae","94","1358","0","106000","2600","0.012811320754716981"
"5110301","Roid ","95","1399","0","110000","2600","0.012718181818181818"
"5110302","Neo Huroid","95","1399","0","110000","2600","0.012718181818181818"
"5120000","Luster Pixie","74","458","0","28000","1800","0.01635714285714286"
"5120001","Cellion","71","382","0","22000","1800","0.017363636363636362"
"5120002","Lioner","71","382","0","22000","1800","0.017363636363636362"
"5120003","Grupin","71","382","0","22000","1800","0.017363636363636362"
"5120100","MT-09","76","535","0","34000","2000","0.01573529411764706"
"5120500","Grizzly","128","5482","0","738000","4000","0.007428184281842818"
"5120501","Bellflower Root","129","5737","0","779220","4000","0.007362490695824029"
"5120502","Sr. Bellflower Root","129","5737","0","779220","4000","0.007362490695824029"
"5120503","Straw Target Dummy","126","5102","0","675432","4000","0.0075536841606556986"
"5120504","Wooden Target Dummy","126","5102","0","675432","4000","0.0075536841606556986"
"5120505","Cute Reindeer","128","5482","0","738000","4000","0.007428184281842818"
"5120506","The Book Ghost","128","5482","0","738000","4000","0.007428184281842818"
"5120507","Gigantic Bellflower Root","137","165075","1","23906250","150000","0.006905098039215686"
"5130100","Drake","67","316","0","17000","1500","0.01858823529411765"
"5130101","Stone Golem","15","26","0","250","20","0.104"
"5130102","Dark Stone Golem","16","28","0","275","40","0.10181818181818182"
"5130103","Croco","47","143","0","5280","600","0.027083333333333334"
"5130104","Hector","80","732","0","50000","2000","0.01464"
"5130105","Dark Jr. Yeti","78","635","0","42000","2000","0.015119047619047619"
"5130106","Transforming Dark Jr. Yeti","119","","0","437235","3000",""
"5130107","Coolie Zombie","124","4012","0","522060","4000","0.00768494042830326"
"5130108","[*]Miner Zombie","132","16296","0","3784500","4000","0.0043059849385652"
"5140000","White Fang","81","780","0","54000","2200","0.014444444444444444"
"5150000","Mixed Golem","17","30","0","300","40","0.1"
"5150001","Skeleton Soldier","63","266","0","13400","1200","0.019850746268656717"
"5150002","Icy Mixed Golem","18","38","0","325","40","0.11692307692307692"
"5150003","Flaming Mixed Golem","19","39","0","350","40","0.11142857142857143"
"5160000","Rabbit","75","581","0","36000","2200","0.01613888888888889"
"5160001","Golden Rabbit","76","581","0","40800","2200","0.014240196078431373"
"5160002","Scorpie","79","821","0","55200","2400","0.014873188405797102"
"5160003","Golden Scorpie","80","878","0","60000","2600","0.014633333333333333"
"5160004","Ferret","77","701","0","45600","2400","0.01537280701754386"
"5160005","Tragos","81","","0","54000","2200",""
"5160006","Kephivara","80","","0","50000","2000",""
"5200000","Jr. Sentinel","76","535","0","34000","2000","0.01573529411764706"
"5200001","Ice Sentinel","76","535","0","34000","2000","0.01573529411764706"
"5200002","Fire Sentinel","76","535","0","34000","2000","0.01573529411764706"
"5220000","King Clang","40","960","1","19000","3000","0.05052631578947368"
"5220001","King Clang","30","","1","5000","6000",""
"5220002","Faust","30","600","1","9000","1200","0.06666666666666667"
"5220003","Timer","115","78700","1","9440625","90000","0.008336312479311487"
"5220004","Giant Centipede","132","135800","1","18922500","150000","0.007176641564275334"
"5250000","Mossy Mushroom","98","1522","0","122000","2800","0.012475409836065574"
"5250001","Stone Bug","98","1522","0","122000","2800","0.012475409836065574"
"5250002","Primitive Boar","99","1561","0","126000","2800","0.012388888888888889"
"5250003","Violent Primitive Boar","99","1561","0","126000","2800","0.012388888888888889"
"5250004","Chao","100","1","1","4250000","60000","2.3529411764705883E-7"
"5250005","Ancient Fairy","100","1601","0","130000","2800","0.012315384615384615"
"5250006","Shining Fairy","100","1601","0","130000","2800","0.012315384615384615"
"5250007","Ephenia","102","1","1","9500000","3000","1.0526315789473685E-7"
"5300000","Leatty","77","584","0","38000","2000","0.015368421052631578"
"5300001","Dark Leatty","77","584","0","38000","2000","0.015368421052631578"
"5300100","Malady","30","86","0","1800","120","0.04777777777777778"
"5400000","Jr. Pepe","77","584","0","38000","2000","0.015368421052631578"
"6090000","Riche","125","160620","1","7750000","200000","0.02072516129032258"
"6090001","Snow Witch","82","20675","1","1450000","50000","0.014258620689655173"
"6090002","Bamboo Warrior","130","89928","1","13689000","200000","0.006569362261669954"
"6090003","Scholar Ghost","70","17760","1","500000","75000","0.03552"
"6090004","Rurumo","95","8050","1","350000","110000","0.023"
"6110300","Homun","94","1358","0","106000","2600","0.012811320754716981"
"6110301","Saitie","95","1399","0","110000","2600","0.012718181818181818"
"6130100","Red Drake","68","329","0","18000","1500","0.018277777777777778"
"6130101","Mushmom","18","280","1","2500","200","0.112"
"6130102","Separated Pepe","120","5412","0","453600","3000","0.011931216931216931"
"6130103","Pepe","79","684","0","46000","2000","0.014869565217391304"
"6130104","Boogie","70","296","1","22200","1500","0.013333333333333334"
"6130200","[*]Buffy","115","9444","0","1888125","3000","0.005001787487586892"
"6130201","Blin","64","","0","14200","1200",""
"6130202","Morphed Blin","64","557","0","14200","1200","0.039225352112676054"
"6130203","Panda","128","5482","0","738000","4000","0.007428184281842818"
"6130204","Mr. Alli","130","5995","0","821340","4000","0.0072990478973384955"
"6130207","Peach Monkey","128","5482","0","738000","4000","0.007428184281842818"
"6130208","Kru","130","5995","0","821340","4000","0.0072990478973384955"
"6130209","Sage Cat","128","5482","0","738000","4000","0.007428184281842818"
"6150000","Guard Robot","81","780","0","54000","2200","0.014444444444444444"
"6160000","Golden Ferret","78","762","0","50400","2400","0.015119047619047619"
"6160001","Mammoth","81","936","0","64800","2600","0.014444444444444444"
"6160002","Golden Mammoth","82","992","0","69600","2600","0.014252873563218391"
"6160003","Xerxes","83","1","1","5520000","90000","1.8115942028985507E-7"
"6160004","Xerxes's Ghost","63","","1","1","100",""
"6220000","Dyle","50","3900","1","300000","6000","0.013"
"6220001","Zeno","82","26450","1","1050000","100000","0.02519047619047619"
"6230100","Wild Kargo","69","342","0","19000","1500","0.018"
"6230101","Puco","73","361","1","30000","1800","0.012033333333333333"
"6230200","Dark Pepe","79","684","0","46000","2000","0.014869565217391304"
"6230201","Separated Dark Pepe","121","5562","0","470265","4000","0.011827373927466429"
"6230300","[*]Lazy Buffy","116","9729","0","1956975","3000","0.004971448281148201"
"6230400","[*]Soul Teddy","115","9444","0","1888125","3000","0.005001787487586892"
"6230401","Jr. Lucida ","72","408","0","24000","1800","0.017"
"6230500","[*]Master Soul Teddy","116","9729","0","1956975","3000","0.004971448281148201"
"6230600","Ice Drake","68","329","0","18000","1500","0.018277777777777778"
"6230601","Dark Drake","69","342","0","19000","1500","0.018"
"6230602","Officer Skeleton","64","278","0","14200","1200","0.019577464788732395"
"6300000","Yeti","117","3339","0","406890","3000","0.00820614908206149"
"6300001","Transformed Yeti","117","6678","0","406890","3000","0.01641229816412298"
"6300002","Separated Yeti","120","5412","0","453600","3000","0.011931216931216931"
"6300003","Punco","76","446","1","60000","2000","0.0074333333333333335"
"6300004","Pachu","66","200","1","38000","600","0.005263157894736842"
"6300005","Zombie Mushmom","66","15100","1","800000","6000","0.018875"
"6300100","[*]Buffoon","116","9729","0","1956975","3000","0.004971448281148201"
"6400000","Dark Yeti","119","3510","0","437235","3000","0.00802771964732924"
"6400001","Transformed Dark Yeti","119","7020","0","437235","3000","0.01605543929465848"
"6400002","Separated Dark Yeti","121","5562","0","470265","4000","0.011827373927466429"
"6400003","Cuzco","69","285","0","9500","1500","0.03"
"6400004","Opachu","85","710","1","80000","1000","0.008875"
"6400005","Jr. Balrog","44","10","1","50000","500","2.0E-4"
"6400006","Crimson Balrog","44","10","1","50000","500","2.0E-4"
"6400007","Baby Balrog","48","10","1","2800","500","0.0035714285714285713"
"6400008","Jr. Balrog","50","10","1","22500","500","4.4444444444444447E-4"
"6400009","Crimson Balrog","50","10","1","21000","500","4.761904761904762E-4"
"6400100","[*]Deep Buffoon","117","10017","0","2034450","3000","0.004923689449236894"
"6500000","Thief Crow","72","408","0","24000","1800","0.017"
"6500001","Sakura Kappa","73","433","0","26000","1800","0.016653846153846154"
"6500002","Sakura Genin","74","458","0","28000","1800","0.01635714285714286"
"6500003","Sakura Chunin","75","484","0","30000","1800","0.016133333333333333"
"6500004","Sakura Jonin","76","535","0","34000","2000","0.01573529411764706"
"6500005","Sakura Ninto","77","584","0","38000","2000","0.015368421052631578"
"6500006","Sakura Samurai","78","635","0","42000","2000","0.015119047619047619"
"6500010","Sakura Toad","80","488","1","30000","2000","0.016266666666666665"
"6500011","Daimyo Toad","80","","1","2300000","25000",""
"6500012","Gigatoad","80","28500","1","4600000","75000","0.006195652173913043"
"6500013","Sakura Genin","74","","1","14000","1800",""
"6500014","Sakura Chunin","75","","1","15000","1800",""
"6500015","Sakura Jonin","76","","1","17000","2000",""
"7090000","Security Camera","97","45850","1","2050000","120000","0.022365853658536584"
"7110300","D. Roy","95","1399","1","110000","2600","0.012718181818181818"
"7110301","Homunculus","95","1399","0","110000","2600","0.012718181818181818"
"7120100","Apsu","130","118950","1","6750000","200000","0.017622222222222223"
"7120101","Apsu","132","126450","1","7250000","200000","0.017441379310344826"
"7120102","Apsu","134","133850","1","7750000","200000","0.017270967741935483"
"7120103","Red Slime","120","3007","0","453600","3000","0.006629188712522046"
"7120104","Silver Slime","120","3007","0","453600","3000","0.006629188712522046"
"7120105","Gold Slime","120","3007","0","453600","3000","0.006629188712522046"
"7120106","Overlord A","127","3632","0","581400","4000","0.006246990024079808"
"7120107","Overlord B","129","3984","0","649350","4000","0.006135366135366136"
"7120108","Robby","130","4163","0","684450","4000","0.00608225582584557"
"7120109","Iruvata","131","4344","0","720300","4000","0.006030820491461891"
"7120110","Blazing Imp","110","32980","0","1700000","60000","0.0194"
"7120111","Pointy Imp","120","38800","0","2100000","60000","0.018476190476190476"
"7120112","Elite Blazing Imp","180","40000","0","4700000","200000","0.00851063829787234"
"7120113","Elite Pointy Imp","190","45000","0","6600000","280000","0.006818181818181818"
"7120114","Elite Blazing Imp","180","12000","1","1000000","20000","0.012"
"7120115","Elite Pointy Imp","190","18000","1","2000000","28000","0.009"
"7130000","Lucida","73","433","0","26000","1800","0.016653846153846154"
"7130001","[*]Cerebes","134","17733","0","4173375","4000","0.0042490789828376315"
"7130002","Beetle","103","1789","0","150520","3000","0.011885463725750731"
"7130003","Dual Beetle","104","1858","0","157680","3000","0.01178335870116692"
"7130004","Hankie","105","1914","0","165750","3000","0.011547511312217195"
"7130010","[*]Death Teddy","118","10242","0","2105850","3000","0.004863594273096374"
"7130020","Goby","106","1984","0","173250","3000","0.011451659451659452"
"7130100","Tauromacis","70","355","0","20000","1500","0.01775"
"7130101","Taurospear","70","355","0","20000","1500","0.01775"
"7130102","Yeti and Pepe","120","5412","0","453600","3000","0.011931216931216931"
"7130103","Commander Skeleton","65","289","0","15000","1200","0.019266666666666668"
"7130104","Captain","131","6254","0","864360","4000","0.00723541117127123"
"7130200","Werewolf","122","3808","0","487230","4000","0.007815610697206658"
"7130300","[*]Master Death Teddy","119","10530","0","2186175","3000","0.0048166317883975435"
"7130400","Yellow King Goblin","66","400","1","25000","200","0.016"
"7130401","Blue King Goblin","66","400","1","25000","200","0.016"
"7130402","Green King Goblin","66","400","1","25000","200","0.016"
"7130500","Rash","103","1789","0","150520","3000","0.011885463725750731"
"7130501","Dark Rash","104","1858","0","157680","3000","0.01178335870116692"
"7130600","Hobi","104","1858","0","157680","3000","0.01178335870116692"
"7130601","Green Hobi","105","1914","0","165750","3000","0.011547511312217195"
"7130602","Thorny Vine","100","","1","8000","",""
"7140000","[*]Ghost Pirate","118","10242","0","2105850","3000","0.004863594273096374"
"7150000","Racoco","81","780","0","54000","2200","0.014444444444444444"
"7150001","Big Spider","82","827","0","58000","2200","0.014258620689655173"
"7150002","Cart Bear","82","827","0","58000","2200","0.014258620689655173"
"7150003","Racaroni","83","875","0","62000","2200","0.014112903225806451"
"7150004","Guard Robot L","84","920","0","66000","2200","0.013939393939393939"
"7160000","[*]Dual Ghost Pirate","119","10530","0","2186175","3000","0.0048166317883975435"
"7220000","Tae Roon","130","124900","1","17111250","120000","0.007299291401855504"
"7220001","Nine-Tailed Fox","65","2410","1","75000","12000","0.03213333333333333"
"7220002","King Sage Cat","130","124900","1","17111250","140000","0.007299291401855504"
"7220003","Bergamot","130","","1","3000246","30000",""
"7220004","Bergamot","130","","1","3000246","30000",""
"7220005","Bergamot","130","286936","1","3000246","30000","0.09563749105906649"
"8090000","Deet and Roi","98","60000","1","2850000","140000","0.021052631578947368"
"8105000","Raco","83","875","0","62000","2200","0.014112903225806451"
"8105001","Security System","84","920","0","66000","2200","0.013939393939393939"
"8105002","Enhanced Security System","84","920","0","66000","2200","0.013939393939393939"
"8105003","AF Android","85","966","0","70000","2200","0.0138"
"8105004","Broken DF Android","85","966","0","70000","2200","0.0138"
"8105005","Ore Muncher","85","966","0","70000","2200","0.0138"
"8110300","Homunscullo","97","1481","0","118000","2800","0.012550847457627119"
"8120100","Apsu","137","144800","1","8500000","300000","0.017035294117647058"
"8120101","Apsu","140","155500","1","9250000","300000","0.01681081081081081"
"8120102","Afterlord","132","4527","0","756900","4000","0.005980975029726516"
"8120103","Prototype Lord","133","4737","0","796500","4000","0.005947269303201506"
"8120104","Maverick Type A","134","4926","0","834675","4000","0.0059016982657920745"
"8120105","Maverick Type S","135","5115","0","876000","4000","0.005839041095890411"
"8120106","Maverick Type D","136","5307","0","915750","6000","0.005795249795249795"
"8120107","Maverick Type D","139","5926","0","1042200","6000","0.0056860487430435615"
"8130100","Jr. Balrog","70","5325","1","1000000","4500","0.005325"
"8140000","Lycanthrope","123","3910","0","504495","4000","0.00775032458200775"
"8140001","Harp","106","1984","0","173250","3000","0.011451659451659452"
"8140002","Blood Harp","107","2055","0","180910","3000","0.011359239400807032"
"8140003","[*]Blood Harp","107","6165","0","904550","3000","0.006815543640484219"
"8140100","Dark Yeti and Pepe","121","5562","0","470265","4000","0.011827373927466429"
"8140101","Black Kentaurus","110","2711","0","308550","3000","0.008786258304974882"
"8140102","Red Kentaurus","110","2711","0","308550","3000","0.008786258304974882"
"8140103","Blue Kentaurus","110","2711","0","308550","3000","0.008786258304974882"
"8140104","[*]Black Kentaurus","110","8133","0","1542750","3000","0.00527175498298493"
"8140105","[*]Red Kentaurus","110","8133","0","1542750","3000","0.00527175498298493"
"8140106","[*]Blue Kentaurus","110","8133","0","1542750","3000","0.00527175498298493"
"8140110","Birk","108","2112","0","188730","3000","0.011190589731362263"
"8140111","Dual Birk","109","2184","0","197540","3000","0.01105598866052445"
"8140112","[*]Dual Birk","109","6552","0","987700","3000","0.00663359319631467"
"8140200","[*]Klock","116","9729","0","1956975","3000","0.004971448281148201"
"8140300","[*]Dark Klock","117","10017","0","2034450","3000","0.004923689449236894"
"8140500","[*]Bain","136","19107","0","4578750","6000","0.004172972972972973"
"8140510","Apsu","200","","1","2100000000","1500000",""
"8140511","Imperial Guard","137","5502","0","956250","6000","0.0057537254901960785"
"8140512","Royal Guard","139","5926","0","1042200","6000","0.0056860487430435615"
"8140555","Bombing Fish House","106","","0","173250","3000",""
"8140600","Bone Fish","107","2055","0","180910","3000","0.011359239400807032"
"8140700","Blue Dragon Turtle","127","3632","0","387600","4000","0.009370485036119711"
"8140701","Red Dragon Turtle","128","3806","0","410000","4000","0.009282926829268293"
"8140702","Rexton","131","4344","0","720300","4000","0.006030820491461891"
"8140703","Brexton","133","4737","0","796500","4000","0.005947269303201506"
"8141000","[*]Spirit Viking","119","10530","0","2186175","3000","0.0048166317883975435"
"8141100","[*]Gigantic Spirit Viking","120","10824","0","2268000","3000","0.004772486772486773"
"8141300","Squid","108","2112","0","188730","3000","0.011190589731362263"
"8142000","[*]Phantom Watch","119","10824","0","2186175","3000","0.004951113245737418"
"8142100","Risell Squid","109","2184","0","197540","3000","0.01105598866052445"
"8143000","[*]Grim Phantom Watch","120","10824","0","2268000","3000","0.004772486772486773"
"8144000","Wild Monkey","132","5432","0","756900","4000","0.007176641564275334"
"8144001","Mama Monkey","133","5685","0","796500","4000","0.007137476459510358"
"8144002","Teeny White Monkey","134","5911","0","834675","4000","0.007081798304729386"
"8144003","Mean Mama Monkey","135","6138","0","876000","4000","0.007006849315068493"
"8144004","Blue Goblin","136","6369","0","915750","6000","0.006954954954954955"
"8144005","Red Goblin","136","6369","0","915750","6000","0.006954954954954955"
"8144006","Stone Goblin","137","6603","0","956250","6000","0.006905098039215686"
"8144007","Strong Stone Goblin","137","6603","0","956250","6000","0.006905098039215686"
"8144008","Ganapati","138","6836","0","1000125","6000","0.00683514560679915"
"8145000","Creeper Scarlion","121","3708","0","470265","4000","0.007884915951644285"
"8145001","Ratacula","121","3708","0","470265","4000","0.007884915951644285"
"8145002","Ghost","121","3708","0","470265","4000","0.007884915951644285"
"8145003","Canterbear","122","3808","0","487230","4000","0.007815610697206658"
"8145004","Clowning Scarlion","122","3808","0","487230","4000","0.007815610697206658"
"8145005","Colabear","122","3808","0","487230","4000","0.007815610697206658"
"8145006","Soaring Scarlion","123","3910","0","504495","4000","0.00775032458200775"
"8145007","Jellybus","123","3910","0","504495","4000","0.00775032458200775"
"8145008","Bearic the White","123","3910","0","504495","4000","0.00775032458200775"
"8145100","Targa","125","1","1","12000000","10000","8.333333333333334E-8"
"8145101","Angry Targa","125","220000","1","24000000","10000","0.009166666666666667"
"8145102","Angry Targa","125","1","1","225000000","9000","4.444444444444444E-9"
"8145200","Scarboss","125","1","1","12000000","10000","8.333333333333334E-8"
"8145201","Furious Scarboss","125","1","1","24000000","10000","4.166666666666667E-8"
"8145202","Furious Scarboss","125","1","1","225000000","9000","4.444444444444444E-9"
"8147000","Mantis","152","10811","0","2310000","12000","0.00468008658008658"
"8147001","Blood Mantis","153","11293","0","2433600","12000","0.0046404503616042075"
"8147002","Poison Mantis","154","11831","0","2559600","12000","0.004622206594780434"
"8147003","Flora","155","12324","0","2693600","12000","0.004575289575289575"
"8147004","Dark Flora","156","12878","0","2824600","14000","0.00455922962543369"
"8147005","Hornet","157","13381","0","2958000","14000","0.004523664638269101"
"8147006","Poison Hornet","158","13949","0","3093800","14000","0.004508694808972784"
"8147007","General Hornet","159","14462","0","3238400","14000","0.004465785573122529"
"8147008","Polluted Tree Spirit","160","15041","0","3379200","14000","0.0044510535037878786"
"8147009","Corrupted Tree Spirit","161","15563","0","3522400","16000","0.004418294344764933"
"8147010","Polluted Rock Spirit","162","16158","0","3675000","16000","0.004396734693877551"
"8147011","Corrupted Rock Spirit","163","16759","0","3823200","16000","0.004383500732370789"
"8147012","Hornet","157","23525","1","15000000","700000","0.0015683333333333333"
"8147013","Poison Hornet","158","24215","1","15500000","700000","0.001562258064516129"
